author_name,author_gender,birthplace,pub_date,book_id,book_title,genre,pages,book_average_rating,book_fullurl
Lisa   Maxwell,female,United States,2016,21518344,Unhooked,Fantasy,342,3.56,https://www.goodreads.com/book/show/21518344-unhooked
Brenda Drake,female,United States,2016,17669243,Thief of Lies,Fantasy,400,3.68,https://www.goodreads.com/book/show/17669243-thief-of-lies
Tarun Shanker,male,United States,2016,23688792,These Vicious Masks,Fantasy,298,3.67,https://www.goodreads.com/book/show/23688792-these-vicious-masks
Kathy MacMillan,male,United States,2016,22065067,Sword and Verse,Fantasy,384,3.47,https://www.goodreads.com/book/show/22065067-sword-and-verse
Kathryn Purdie,female,United States,2016,23677316,Burning Glass,Fantasy,512,3.4,https://www.goodreads.com/book/show/23677316-burning-glass
Heidi Heilig,female,United States,2016,21979832,The Girl from Everywhere,Fantasy,464,3.71,https://www.goodreads.com/book/show/21979832-the-girl-from-everywhere
Janet B.  Taylor,female,United States,2016,25897792,Into the Dim,Young Adult,428,3.73,https://www.goodreads.com/book/show/25897792-into-the-dim
Erin Summerill,female,United Kingdom,2016,28114396,Ever the Hunted,Fantasy,400,3.55,https://www.goodreads.com/book/show/28114396-ever-the-hunted
Sarah Ahiers,male,United States,2016,21421609,Assassin's Heart,Fantasy,420,3.62,https://www.goodreads.com/book/show/21421609-assassin-s-heart
Brittany Cavallaro,female,United States,2016,23272028,A Study in Charlotte,Mystery,321,3.82,https://www.goodreads.com/book/show/23272028-a-study-in-charlotte
Roshani Chokshi,male,United States,2016,25203675,The Star-Touched Queen,Fantasy,342,3.57,https://www.goodreads.com/book/show/25203675-the-star-touched-queen
Jessica Khoury,female,United States,2016,21396155,The Forbidden Wish,Fantasy,352,4.02,https://www.goodreads.com/book/show/21396155-the-forbidden-wish
Alwyn Hamilton,male,Canada,2016,24934065,Rebel of the Sands,Fantasy,314,3.98,https://www.goodreads.com/book/show/24934065-rebel-of-the-sands
H.M. Ward,female,United States,2016,18280801,Stripped 2: A Ferro Family Novel,Romance,250,4.21,https://www.goodreads.com/book/show/18280801-stripped-2
C.S. Pacat,male,Australia,2016,17158532,Kings Rising,Fantasy,385,4.48,https://www.goodreads.com/book/show/17158532-kings-rising
V. Kelly,male,United States,2016,28096757,Innuendos,Humor,330,4.39,https://www.goodreads.com/book/show/28096757-innuendos
Ashley S. Clancy,male,United States,2016,32729067,The Cure Hotel,Thriller,258,3.69,https://www.goodreads.com/book/show/32729067-the-cure-hotel
Nilesh Rathod,male,India,2016,29856080,Destiny of Shattered Dreams,Fiction,254,3.96,https://www.goodreads.com/book/show/29856080-destiny-of-shattered-dreams
Jessica  Taylor,female,United States,2016,19385798,Wandering Wild,Young Adult,304,3.78,https://www.goodreads.com/book/show/19385798-wandering-wild
Laura Tims,female,United States,2016,17933522,Please Don't Tell,Young Adult,352,3.63,https://www.goodreads.com/book/show/17933522-please-don-t-tell
Katherine Reay,female,United States,2016,29492025,A Portrait of Emily Price,Fiction,368,3.8,https://www.goodreads.com/book/show/29492025-a-portrait-of-emily-price
Diane Duane,female,United States,2016,23719231,Games Wizards Play,Fantasy,640,4.23,https://www.goodreads.com/book/show/23719231-games-wizards-play
Steven Erikson,male,Canada,2016,19381626,Fall of Light,Fantasy,837,4.12,https://www.goodreads.com/book/show/19381626-fall-of-light
Robert Thier,male,Germany,2016,24035804,Storm and Silence,Romance,765,4.51,https://www.goodreads.com/book/show/24035804-storm-and-silence
A. Zavarelli,female,United States,2016,31309440,Crow,Romance,314,4.19,https://www.goodreads.com/book/show/31309440-crow
Jane Harper,male,United Kingdom,2016,27824826,The Dry,Mystery,352,4.04,https://www.goodreads.com/book/show/27824826-the-dry
Ruth Ware,female,United Kingdom,2016,28187230,The Woman in Cabin 10,Mystery,340,3.68,https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10
Lincoln Cole,male,United States,2016,30657877,Raven's Peak,Horror,214,3.86,https://www.goodreads.com/book/show/30657877-raven-s-peak
Anna Quindlen,female,United States,2016,26131641,Miller's Valley,Fiction,257,3.88,https://www.goodreads.com/book/show/26131641-miller-s-valley
Sally Hepworth,female,Australia,2016,25663807,The Things We Keep,Fiction,338,3.94,https://www.goodreads.com/book/show/25663807-the-things-we-keep
Jane Mayer,female,United States,2016,27833494,Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Nonfiction,464,4.36,https://www.goodreads.com/book/show/27833494-dark-money
April Genevieve Tucholke,female,United States,2016,23203106,Wink Poppy Midnight,Young Adult,247,3.3,https://www.goodreads.com/book/show/23203106-wink-poppy-midnight
Lisa Lutz,female,United States,2016,26154406,The Passenger,Mystery,304,3.7,https://www.goodreads.com/book/show/26154406-the-passenger
Robert Bryndza,male,United Kingdom,2016,28233082,The Girl in the Ice,Mystery,417,3.95,https://www.goodreads.com/book/show/28233082-the-girl-in-the-ice
Richard  Fifield,male,United States,2016,25814284,The Flood Girls,Fiction,336,3.63,https://www.goodreads.com/book/show/25814284-the-flood-girls
Lisa Gardner,female,United States,2016,25644437,Find Her,Mystery,402,4.13,https://www.goodreads.com/book/show/25644437-find-her
Matthew Desmond,male,United States,2016,25852784,Evicted: Poverty and Profit in the American City,Nonfiction,418,4.49,https://www.goodreads.com/book/show/25852784-evicted
Fiona Barton,male,United Kingdom,2016,25734248,The Widow,Mystery,324,3.49,https://www.goodreads.com/book/show/25734248-the-widow
Joe Hill,male,United States,2016,29875363,The Fireman,Horror,752,3.9,https://www.goodreads.com/book/show/29875363-the-fireman
Noah Hawley,male,United States,2016,40670008,Before the Fall,Fiction,391,3.74,https://www.goodreads.com/book/show/40670008-before-the-fall
Emma Cline,female,United States,2016,26893819,The Girls,Fiction,355,3.47,https://www.goodreads.com/book/show/26893819-the-girls
Martha Hall Kelly,female,United States,2016,25893693,Lilac Girls,Historical,487,4.3,https://www.goodreads.com/book/show/25893693-lilac-girls
Lin-Manuel Miranda,male,United States,2016,26200563,Hamilton: The Revolution,Nonfiction,285,4.48,https://www.goodreads.com/book/show/26200563-hamilton
Blake Crouch,male,United States,2016,27833670,Dark Matter,Science Fiction,342,4.1,https://www.goodreads.com/book/show/27833670-dark-matter
Paul Kalanithi,male,United States,2016,25899336,When Breath Becomes Air,Nonfiction,208,4.34,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air
Caroline Kepnes,female,United States,2016,23492288,Hidden Bodies,Fiction,439,3.81,https://www.goodreads.com/book/show/23492288-hidden-bodies
Laura McNeill,female,United States,2016,27191173,Sister Dear,Mystery,400,3.73,https://www.goodreads.com/book/show/27191173-sister-dear
Nancy Quinn,female,United States,2016,30820701,"Go West, Young Woman!: From Military Wife to Country Life",Autobiography,392,4.69,https://www.goodreads.com/book/show/30820701-go-west-young-woman
Nikki Moyes,female,Australia,2016,31436554,If I Wake,Young Adult,276,3.97,https://www.goodreads.com/book/show/31436554-if-i-wake
J.K. Rowling,female,United Kingdom,2016,31538647,Hogwarts: An Incomplete and Unreliable Guide,Fantasy,79,4.21,https://www.goodreads.com/book/show/31538647-hogwarts
M.  Robinson,male,United States,2016,29075421,Crave Me,Romance,325,4.5,https://www.goodreads.com/book/show/29075421-crave-me
Annalise Grey,male,United States,2016,32862047,"I, Girl X",Young Adult,242,4.67,https://www.goodreads.com/book/show/32862047-i-girl-x
Shandi Boyes,female,Australia,2016,42152565,Reality of Life,Romance,289,4.49,https://www.goodreads.com/book/show/42152565-reality-of-life
C.J. Redwine,female,United States,2016,23299513,The Shadow Queen,Fantasy,387,3.75,https://www.goodreads.com/book/show/23299513-the-shadow-queen
Marita A. Hansen,male,New Zealand,2016,26029821,Broken English,Romance,291,3.9,https://www.goodreads.com/book/show/26029821-broken-english
Dennis E. Taylor,male,Canada,2016,32109569,We Are Legion - We Are Bob,Science Fiction,304,4.29,https://www.goodreads.com/book/show/32109569-we-are-legion---we-are-bob
Trevor Noah,male,South Africa,2016,29780253,Born a Crime: Stories From a South African Childhood,Nonfiction,304,4.44,https://www.goodreads.com/book/show/29780253-born-a-crime
Michelle L. Teichman,male,Canada,2016,28932275,The Space Between,Lgbt,298,4.02,https://www.goodreads.com/book/show/28932275-the-space-between
Caroline Kepnes,female,United States,2016,23492288,Hidden Bodies,Fiction,448,3.81,https://www.goodreads.com/book/show/23492288-hidden-bodies
Christina Kilbourne,female,Canada,2016,26257689,Detached,Young Adult,201,4.11,https://www.goodreads.com/book/show/26257689-detached
Ariel Lawhon,female,United States,2016,25614670,Flight of Dreams,Historical,336,3.83,https://www.goodreads.com/book/show/25614670-flight-of-dreams
Marcy Dermansky,female,United States,2016,34082140,The Red Car,Fiction,208,3.37,https://www.goodreads.com/book/show/34082140-the-red-car
Jade Chang,female,United States,2016,28114515,The Wangs vs. the World,Fiction,355,3.32,https://www.goodreads.com/book/show/28114515-the-wangs-vs-the-world
Travis Mulhauser,male,United States,2016,32875680,Sweetgirl,Fiction,256,3.78,https://www.goodreads.com/book/show/32875680-sweetgirl
Zadie Smith,female,United Kingdom,2016,28390369,Swing Time,Fiction,416,3.57,https://www.goodreads.com/book/show/28390369-swing-time
Richard Russo,male,United States,2016,27068575,Everybody's Fool,Fiction,477,4.08,https://www.goodreads.com/book/show/27068575-everybody-s-fool
Tana French,female,Ireland,2016,34267285,The Trespasser,Mystery,449,3.96,https://www.goodreads.com/book/show/34267285-the-trespasser
Ian McGuire,male,United Kingdom,2016,25666046,The North Water,Historical,272,4,https://www.goodreads.com/book/show/25666046-the-north-water
Curtis Sittenfeld,female,United States,2016,25852870,Eligible,Fiction,492,3.61,https://www.goodreads.com/book/show/25852870-eligible
Louise Erdrich,male,United States,2016,26116430,LaRose,Fiction,372,3.87,https://www.goodreads.com/book/show/26116430-larose
John Hart,male,United States,2016,26883206,Redemption Road,Mystery,417,4.09,https://www.goodreads.com/book/show/26883206-redemption-road
Helen Simonson,female,United Kingdom,2016,25776122,The Summer Before the War,Historical,497,3.79,https://www.goodreads.com/book/show/25776122-the-summer-before-the-war
James Melouney,male,South Africa,2016,30295016,The Art of Success: What No One Ever Taught You (But You Still Need to Know),Self Help,242,4.06,https://www.goodreads.com/book/show/30295016-the-art-of-success
Stephanie Danler,female,United States,2016,26192646,Sweetbitter,Fiction,368,3.28,https://www.goodreads.com/book/show/26192646-sweetbitter
Sylvain Neuvel,male,Canada,2016,25733990,Sleeping Giants,Science Fiction,322,3.85,https://www.goodreads.com/book/show/25733990-sleeping-giants
Samantha Hunt,female,United States,2016,23719481,Mr. Splitfoot,Fiction,322,3.66,https://www.goodreads.com/book/show/23719481-mr-splitfoot
Alexander Chee,male,United States,2016,17912498,The Queen of the Night,Fiction,561,3.43,https://www.goodreads.com/book/show/17912498-the-queen-of-the-night
Monica Wood,female,United States,2016,25862989,The One-in-a-Million Boy,Fiction,416,4.1,https://www.goodreads.com/book/show/25862989-the-one-in-a-million-boy
Steven  Rowley,male,United States,2016,27276262,Lily and the Octopus,Fiction,321,3.72,https://www.goodreads.com/book/show/27276262-lily-and-the-octopus
Paulette Jiles,female,United States,2016,25817493,News of the World,Historical,209,4.08,https://www.goodreads.com/book/show/25817493-news-of-the-world
Nathan  Hill,male,United States,2016,28251002,The Nix,Fiction,640,4.1,https://www.goodreads.com/book/show/28251002-the-nix
Elizabeth Strout,female,United States,2016,25893709,My Name Is Lucy Barton,Fiction,193,3.51,https://www.goodreads.com/book/show/25893709-my-name-is-lucy-barton
Colson Whitehead,male,United States,2016,30555488,The Underground Railroad,Historical,306,4.03,https://www.goodreads.com/book/show/30555488-the-underground-railroad
Amor Towles,male,United States,2016,29430012,A Gentleman in Moscow,Historical,462,4.36,https://www.goodreads.com/book/show/29430012-a-gentleman-in-moscow
Lauren L. Garcia,male,United States,2016,31196749,Incursion,Fantasy,292,3.88,https://www.goodreads.com/book/show/31196749-incursion
J. Kathleen Cheney,female,United States,2016,25476118,Dreaming Death,Fantasy,400,4.06,https://www.goodreads.com/book/show/25476118-dreaming-death
Mishell Baker,male,United States,2016,25692886,Borderline,Fantasy,401,3.87,https://www.goodreads.com/book/show/25692886-borderline
R.A. Salvatore,male,United States,2016,25893659,Maestro,Fantasy,330,4.36,https://www.goodreads.com/book/show/25893659-maestro
Yoon Ha Lee,male,United States,2016,26118426,Ninefox Gambit,Science Fiction,384,3.85,https://www.goodreads.com/book/show/26118426-ninefox-gambit
Paul Inman,male,United States,2016,26783431,Ageless,Science Fiction,280,3.81,https://www.goodreads.com/book/show/26783431-ageless
Neal Asher,male,United Kingdom,2016,25898503,War Factory,Science Fiction,454,4.21,https://www.goodreads.com/book/show/25898503-war-factory
R. Scott Bakker,male,Canada,2016,27160926,The Great Ordeal,Fantasy,503,4.06,https://www.goodreads.com/book/show/27160926-the-great-ordeal
Ada Palmer,male,United States,2016,26114545,Too Like the Lightning,Science Fiction,432,3.83,https://www.goodreads.com/book/show/26114545-too-like-the-lightning
Claire North,female,United Kingdom,2016,25746699,The Sudden Appearance of Hope,Fantasy,468,3.64,https://www.goodreads.com/book/show/25746699-the-sudden-appearance-of-hope
Hayley Stone,female,United States,2016,27876301,Machinations,Science Fiction,343,3.79,https://www.goodreads.com/book/show/27876301-machinations
Stephen Baxter,male,United Kingdom,2016,22738693,The Medusa Chronicles,Science Fiction,326,3.79,https://www.goodreads.com/book/show/22738693-the-medusa-chronicles
Anthony Ryan,male,United Kingdom,2016,25972177,The Waking Fire,Fantasy,592,4.09,https://www.goodreads.com/book/show/25972177-the-waking-fire
Jeff Salyards,male,United States,2016,25159315,Chains of the Heretic,Fantasy,608,4.05,https://www.goodreads.com/book/show/25159315-chains-of-the-heretic
Victor Milán,male,United States,2016,25505739,The Dinosaur Knights,Fantasy,448,3.89,https://www.goodreads.com/book/show/25505739-the-dinosaur-knights
Daniel Polansky,male,United States,2016,25103760,Those Below,Fantasy,368,3.88,https://www.goodreads.com/book/show/25103760-those-below
Myke Cole,male,United States,2016,25853049,Javelin Rain,Fantasy,331,3.79,https://www.goodreads.com/book/show/25853049-javelin-rain
Mary Robinette Kowal,female,United States,2016,26114291,Ghost Talkers,Fantasy,304,3.86,https://www.goodreads.com/book/show/26114291-ghost-talkers
Benedict Jacka,male,United Kingdom,2016,23236743,Burned,Fantasy,336,4.25,https://www.goodreads.com/book/show/23236743-burned
John Gwynne,male,United Kingdom,2016,27411345,Wrath,Fantasy,672,4.48,https://www.goodreads.com/book/show/27411345-wrath
Ian C. Esslemont,male,Canada,2016,25480364,Dancer's Lament,Fantasy,416,4.43,https://www.goodreads.com/book/show/25480364-dancer-s-lament
Sebastien de Castell,male,Canada,2016,23899193,Saint's Blood,Fantasy,576,4.3,https://www.goodreads.com/book/show/23899193-saint-s-blood
Daniel Abraham,male,United States,2016,20404905,The Spider's War,Fantasy,492,4.08,https://www.goodreads.com/book/show/20404905-the-spider-s-war
Django Wexler,male,United States,2016,25845201,The Guns of Empire,Fantasy,480,4.29,https://www.goodreads.com/book/show/25845201-the-guns-of-empire
Guy Gavriel Kay,male,Canada,2016,25938417,Children of Earth and Sky,Fantasy,571,4.12,https://www.goodreads.com/book/show/25938417-children-of-earth-and-sky
Ryushiro Hindemith,male,United States,2016,32969701,The Halo Grower - An Illustrated Novel,Fantasy,174,4.53,https://www.goodreads.com/book/show/32969701-the-halo-grower---an-illustrated-novel
John Shelton Jones,male,United States,2016,38903383,"Awakening Kings and Princes Volume I: Sacred Knowledge to Nourish the Mentality, Support Spiritual Growth, Learning the Light, and Progressing to Become a Master Lover While Embracing Desire",Spirituality,410,4.58,https://www.goodreads.com/book/show/38903383-awakening-kings-and-princes-volume-i
C.W. Lovatt,male,Canada,2016,29919041,And Then It Rained,Thriller,253,4.82,https://www.goodreads.com/book/show/29919041-and-then-it-rained
Brian Maddox,male,Canada,2016,32078945,The Reframe: Reframe Relationships,Self Help,248,3.99,https://www.goodreads.com/book/show/32078945-the-reframe
Phil Knight,male,United States,2016,27220736,Shoe Dog: A Memoir by the Creator of NIKE,Business,386,4.46,https://www.goodreads.com/book/show/27220736-shoe-dog
L.J. Shen,female,United States,2016,27263454,Sparrow,Romance,302,4.17,https://www.goodreads.com/book/show/27263454-sparrow
A. Zavarelli,female,United States,2016,30242566,Reaper,Romance,260,4.32,https://www.goodreads.com/book/show/30242566-reaper
Aviva Goldfarb,female,United States,2016,25778002,"The Six O'Clock Scramble Meal Planner: A Year of Quick, Delicious Meals to Help You Prevent and Manage Diabetes",Food and Drink,431,4.51,https://www.goodreads.com/book/show/25778002-the-six-o-clock-scramble-meal-planner
Elizabeth Hoyt,male,United States,2016,26804433,Duke of Sin,Romance,338,4.02,https://www.goodreads.com/book/show/26804433-duke-of-sin
Sarah Brocious,female,United States,2016,29407909,What Remains,Romance,108,4.19,https://www.goodreads.com/book/show/29407909-what-remains
Raina Telgemeier,male,United States,2016,25903764,Ghosts,Sequential Art,256,4.22,https://www.goodreads.com/book/show/25903764-ghosts
Michael  Anthony,male,United States,2016,30811411,Civilianized: A Young Veteran's Memoir,Nonfiction,192,3.86,https://www.goodreads.com/book/show/30811411-civilianized
S.C. Sterling,male,United States,2016,27428131,Teenage Degenerate,Autobiography,258,3.79,https://www.goodreads.com/book/show/27428131-teenage-degenerate
Kathleen Fuller,male,United States,2016,26722576,An Unbroken Heart,Amish,304,4.29,https://www.goodreads.com/book/show/26722576-an-unbroken-heart
Helen Fielding,male,United Kingdom,2016,31540109,Bridget Jones's Baby: The Diaries,Womens Fiction,219,3.58,https://www.goodreads.com/book/show/31540109-bridget-jones-s-baby
Kathleen Baldwin,female,United States,2016,26114493,Exile for Dreamers,Historical,384,4.11,https://www.goodreads.com/book/show/26114493-exile-for-dreamers
J.L. Drake,female,Canada,2016,30092271,Escape,War,254,4.33,https://www.goodreads.com/book/show/30092271-escape
Charles Martin,male,United States,2016,29492038,Long Way Gone,Christian Fiction,296,4.24,https://www.goodreads.com/book/show/29492038-long-way-gone
Alison   Evans,male,Australia,2016,30720860,Ida,Young Adult,246,3.58,https://www.goodreads.com/book/show/30720860-ida
Ronna Wineberg,female,United States,2016,29808697,Nine Facts That Can Change Your Life,Short Stories,270,4.15,https://www.goodreads.com/book/show/29808697-nine-facts-that-can-change-your-life
Donna Barker,female,Canada,2016,26805993,Mother Teresa's Advice for Jilted Lovers,Mystery,302,4.04,https://www.goodreads.com/book/show/26805993-mother-teresa-s-advice-for-jilted-lovers
Cath Crowley,male,Australia,2016,31952703,Words in Deep Blue,Young Adult,273,4.1,https://www.goodreads.com/book/show/31952703-words-in-deep-blue
Veronica Henry,female,United Kingdom,2016,38821046,How to Find Love in a Bookshop,Fiction,336,3.9,https://www.goodreads.com/book/show/38821046-how-to-find-love-in-a-bookshop
Jennifer Blackwood,female,United States,2016,29478744,The Rule Book,Romance,290,3.64,https://www.goodreads.com/book/show/29478744-the-rule-book
Nicole Archer,female,United States,2016,30640176,Road-Tripped,Romance,330,4.16,https://www.goodreads.com/book/show/30640176-road-tripped
Jenny Colgan,female,United Kingdom,2016,28372019,The Bookshop on the Corner,Fiction,368,3.85,https://www.goodreads.com/book/show/28372019-the-bookshop-on-the-corner
Annabelle Jacobs,female,United Kingdom,2016,30813362,Bitten By Mistake,Romance,341,3.77,https://www.goodreads.com/book/show/30813362-bitten-by-mistake
Rita Mae Brown,female,United States,2016,28686775,Cakewalk,Fiction,336,3.37,https://www.goodreads.com/book/show/28686775-cakewalk
A.S. Oren,female,United States,2016,28503165,Spearwood,Polyamorous,167,3.62,https://www.goodreads.com/book/show/28503165-spearwood
C.L. Stone,male,United States,2016,31257244,Meeting Sang: Victor,Polyamorous,24,4.38,https://www.goodreads.com/book/show/31257244-meeting-sang
Mike Stop Continues,male,United States,2016,31559033,"Underworld: Sex, Drugs, and a Loaded Gun",Fantasy,244,4.23,https://www.goodreads.com/book/show/31559033-underworld
Dana Elmendorf,female,United States,2016,24346235,South of Sunshine,Young Adult,256,3.63,https://www.goodreads.com/book/show/24346235-south-of-sunshine
J.L. Eck,male,United States,2016,29947711,Naupaka Blooming,Romance,304,3.91,https://www.goodreads.com/book/show/29947711-naupaka-blooming
E.Michael Helms,male,United States,2016,27400409,Deadly Dunes,Mystery,220,4.44,https://www.goodreads.com/book/show/27400409-deadly-dunes
Martin Cruz Smith,male,United States,2016,29430869,The Girl from Venice,Historical,320,3.35,https://www.goodreads.com/book/show/29430869-the-girl-from-venice
Maegan Beaumont,female,United States,2016,26796676,Blood of Saints,Mystery,456,4.29,https://www.goodreads.com/book/show/26796676-blood-of-saints
C.D. John,female,United States,2016,31387315,"The Boy in the Painting (The Time Shield Series, #1)",Science Fiction,268,4.67,https://www.goodreads.com/book/show/31387315-the-boy-in-the-painting
Thomas Mullen,male,United States,2016,27274326,Darktown,Historical,384,4.04,https://www.goodreads.com/book/show/27274326-darktown
Jayne Fresina,male,United Kingdom,2016,25382909,How to Rescue a Rake,Romance,372,3.39,https://www.goodreads.com/book/show/25382909-how-to-rescue-a-rake
Lisa A. Baeringer,female,United States,2016,32622539,Bet You Didn't Think MS Could Look This Good: The Ramblings of a Medicated Mind,Nonfiction,240,4.5,https://www.goodreads.com/book/show/32622539-bet-you-didn-t-think-ms-could-look-this-good
Emma Cline,female,United States,2016,26893819,The Girls,Fiction,370,3.47,https://www.goodreads.com/book/show/26893819-the-girls
Terri Brisbin,female,United States,2016,25894009,Blazing Earth,Fantasy,352,3.62,https://www.goodreads.com/book/show/25894009-blazing-earth
Lisa Lutz,female,United States,2016,26154406,The Passenger,Mystery,320,3.7,https://www.goodreads.com/book/show/26154406-the-passenger
M-E Girard,male,Canada,2016,28217802,Girl Mans Up,Young Adult,400,4.01,https://www.goodreads.com/book/show/28217802-girl-mans-up
Vanessa Kelly,female,United States,2016,28109694,My Fair Princess,Romance,352,3.84,https://www.goodreads.com/book/show/28109694-my-fair-princess
Jo Goodman,male,United States,2016,26067938,The Devil You Know,Westerns,416,3.94,https://www.goodreads.com/book/show/26067938-the-devil-you-know
D.R. Perry,female,United States,2016,38896909,Bearly Awake,Romance,177,4.17,https://www.goodreads.com/book/show/38896909-bearly-awake
Candace Camp,female,United States,2016,25813946,Enraptured,Romance,370,3.64,https://www.goodreads.com/book/show/25813946-enraptured
T.S. Paul,male,United States,2016,31395421,Uncommon Life,Science Fiction,147,4.36,https://www.goodreads.com/book/show/31395421-uncommon-life
Di Jones,male,United Kingdom,2016,29609847,Taking the Lead: Adventures of a Hollywood Dog Walker (LA Lights #2),Mystery,291,3.97,https://www.goodreads.com/book/show/29609847-taking-the-lead
Bronwen Evans,female,New Zealand,2016,27876336,A Taste of Seduction,Romance,283,4.05,https://www.goodreads.com/book/show/27876336-a-taste-of-seduction
A.J. Brown,male,United States,2016,30117381,Dredging Up Memories,Horror,352,4.69,https://www.goodreads.com/book/show/30117381-dredging-up-memories
Lane Whitt,female,United States,2016,30213217,Keeping My Pack,Polyamorous,284,4.11,https://www.goodreads.com/book/show/30213217-keeping-my-pack
Ella Quinn,female,United States,2016,28109691,When a Marquis Chooses a Bride,Romance,320,4,https://www.goodreads.com/book/show/28109691-when-a-marquis-chooses-a-bride
Charles Lambert,male,United Kingdom,2016,25110927,The Children's Home,Horror,224,2.95,https://www.goodreads.com/book/show/25110927-the-children-s-home
Miranda Neville,female,England,2016,29598130,Secrets of a Soprano,Romance,279,3.8,https://www.goodreads.com/book/show/29598130-secrets-of-a-soprano
Audrey Coulthurst,female,United States,2016,25164304,Of Fire and Stars,Fantasy,389,3.73,https://www.goodreads.com/book/show/25164304-of-fire-and-stars
C.A. King,male,Canada,2016,31538641,Escape to Darkness (Tomoiya's Story #1),Thriller,64,4.37,https://www.goodreads.com/book/show/31538641-escape-to-darkness
Megan Frampton,female,United States,2016,27213211,Why Do Dukes Fall in Love?,Romance,371,3.82,https://www.goodreads.com/book/show/27213211-why-do-dukes-fall-in-love
Jaye Robin Brown,female,United States,2016,28003097,Georgia Peaches and Other Forbidden Fruit,Lgbt,432,3.85,https://www.goodreads.com/book/show/28003097-georgia-peaches-and-other-forbidden-fruit
Jane Ashford,female,United States,2016,25382926,Heir to the Duke,Romance,343,3.25,https://www.goodreads.com/book/show/25382926-heir-to-the-duke
Manda Collins,female,United States,2016,25663626,Good Dukes Wear Black,Romance,306,3.71,https://www.goodreads.com/book/show/25663626-good-dukes-wear-black
D.E. Haggerty,male,United States,2016,29874184,Never Trust a Skinny Cupcake Baker,Mystery,183,4.15,https://www.goodreads.com/book/show/29874184-never-trust-a-skinny-cupcake-baker
Christy English,female,United States,2016,25382874,How to Wed a Warrior,Romance,352,3.78,https://www.goodreads.com/book/show/25382874-how-to-wed-a-warrior
Jennifer Haymore,male,United States,2016,25852663,Highland Awakening,Romance,248,3.96,https://www.goodreads.com/book/show/25852663-highland-awakening
Christi Caldwell,female,United States,2016,28500556,To Trust a Rogue,Romance,183,4.12,https://www.goodreads.com/book/show/28500556-to-trust-a-rogue
Alexandra Hawkins,female,United States,2016,23848164,You Can't Always Get the Marquess You Want,Romance,352,3.72,https://www.goodreads.com/book/show/23848164-you-can-t-always-get-the-marquess-you-want
Valerie Bowman,female,United States,2016,26114597,The Untamed Earl,Romance,304,3.89,https://www.goodreads.com/book/show/26114597-the-untamed-earl
Beverly Jenkins,female,United States,2016,25760151,Forbidden,Romance,217,3.98,https://www.goodreads.com/book/show/25760151-forbidden
Lauren   Smith,female,United States,2016,27283758,Her Wicked Proposal,Romance,390,4.02,https://www.goodreads.com/book/show/27283758-her-wicked-proposal
Joanna Shupe,female,United States,2016,25621424,Tycoon,Romance,80,3.56,https://www.goodreads.com/book/show/25621424-tycoon
Collette Cameron,female,United States,2016,36157359,Her Scandalous Wish,Romance,86,3.9,https://www.goodreads.com/book/show/36157359-her-scandalous-wish
Cathy Maxwell,female,United States,2016,26242359,The Fairest of Them All,Romance,384,3.56,https://www.goodreads.com/book/show/26242359-the-fairest-of-them-all
Amanda Quick,female,United States,2016,25776197,'Til Death Do Us Part,Romance,352,3.8,https://www.goodreads.com/book/show/25776197-til-death-do-us-part
Rachael Miles,female,United States,2016,25476624,Jilting the Duke,Romance,364,3.71,https://www.goodreads.com/book/show/25476624-jilting-the-duke
Kerrigan Byrne,male,United States,2016,26114184,The Highlander,Romance,358,4.12,https://www.goodreads.com/book/show/26114184-the-highlander
Isabella Bradford,female,United States,2016,18925969,A Reckless Desire,Romance,384,3.88,https://www.goodreads.com/book/show/18925969-a-reckless-desire
Shana Galen,female,United States,2016,25503002,I Kissed a Rogue,Romance,343,3.84,https://www.goodreads.com/book/show/25503002-i-kissed-a-rogue
Julie Johnstone,male,United States,2016,26842660,Once Upon a True Love's Kiss,Romance,714,4.1,https://www.goodreads.com/book/show/26842660-once-upon-a-true-love-s-kiss
Katharine Ashe,female,United States,2016,25654602,The Rogue,Romance,384,3.64,https://www.goodreads.com/book/show/25654602-the-rogue
Carrie Hope Fletcher,female,United Kingdom,2016,32710777,Winters' Snow,Romance,41,3.94,https://www.goodreads.com/book/show/32710777-winters-snow
Ashley Mardell,female,United States,2016,28783749,The ABC's of LGBT+,Nonfiction,190,4.35,https://www.goodreads.com/book/show/28783749-the-abc-s-of-lgbt
Joe Sugg,male,United Kingdom,2016,29890569,Username: Regenerated,Sequential Art,192,3.93,https://www.goodreads.com/book/show/29890569-username
Tanya Burr,female,United Kingdom,2016,28208143,Tanya Bakes,Food and Drink,256,4.36,https://www.goodreads.com/book/show/28208143-tanya-bakes
Savannah Brown,female,United States,2016,35142370,Graffiti (and Other Poems),Poetry,80,4.34,https://www.goodreads.com/book/show/35142370-graffiti
Zoe Sugg,female,United Kingdom,2016,30340276,Girl Online Going Solo,Young Adult,327,3.98,https://www.goodreads.com/book/show/30340276-girl-online-going-solo
Hannah Hart,female,United States,2016,28217831,Buffering: Unshared Tales of a Life Fully Loaded,Nonfiction,272,4.27,https://www.goodreads.com/book/show/28217831-buffering
